"startup_id","industry","country","year_founded","years_since_founding","funding_rounds","total_funding_m","annual_revenue_m","team_size","valuation_m","log_valuation_m","log_total_funding_m","log_annual_revenue_m"
"ST0282","HealthTech","USA",2004,20,4,26.22,27.25,347,338.34,5.82700255461479,3.30395199722332,3.34109345759245
"ST0283","BioTech","UK",2015,9,6,132.4,1.39,203,437.22,6.08272106737953,4.89335213348152,0.871293365943419
"ST0284","BioTech","India",2018,6,5,359.42,3.74,113,1001.24,6.90999277392233,5.88727001809012,1.55603713570699
"ST0287","CleanTech","USA",2007,17,7,3800.47,25.75,539,2812.25,7.94209567763011,8.24314311301562,3.28653447334202
"ST0290","BioTech","USA",2020,4,6,191.04,276.96,735,680.96,6.52497100509703,5.25770368366274,5.62747721844613
"ST0291","SaaS","Brazil",2018,6,5,241.09,68.62,597,819.05,6.70936531400912,5.48930955784516,4.24305188238329
"ST0292","BioTech","India",2007,17,5,151.32,108.6,561,736.03,6.60262859692398,5.02598357104305,4.69683737451392
"ST0293","SaaS","India",2011,13,2,85.52,96.39,273,372.8,5.92372089502146,4.46037560108486,4.57872353597311
"ST0294","FinTech","USA",2002,22,6,1249.61,54.27,434,2387.3,7.77833709476264,7.13138671126307,4.01223026584517
"ST0295","AI/ML","USA",2015,9,5,172.9,13.9,137,663.23,6.49862847504098,5.15848042136024,2.70136121295141
"ST0297","CleanTech","USA",2018,6,2,125.71,2.8,5,252.2,5.53417969027002,4.84190101081082,1.33500106673234
"ST0298","HealthTech","USA",2017,7,6,691.55,7.46,269,1214.21,7.1026721803458,6.54038043762111,2.13534917361813
"ST0299","E-Commerce","UK",2005,19,5,185.82,10.55,511,350.85,5.86320494841256,5.2301455864447,2.4466854369678
"ST0300","EdTech","Germany",2020,4,1,60.25,14.48,115,160.66,5.0854953643057,4.11496384942484,2.73954886816158
"ST0301","BioTech","USA",2017,7,3,85.49,78.11,385,465.91,6.14613651961003,4.46002880031842,4.3708392890333
"ST0302","FinTech","USA",2009,15,5,217.8,221.59,578,1485.6,7.30424691229119,5.38815807054783,5.40533151420252
"ST0303","BioTech","India",2020,4,4,349.69,16.22,246,1332.51,7.19556984265657,5.85990264233982,2.84607149899958
"ST0305","CleanTech","USA",2016,8,1,130.14,2.19,5,304.34,5.7214259098288,4.87626545483547,1.16002091679675
"ST0306","HealthTech","India",2014,10,4,149.42,19.37,663,463.74,6.14147810942547,5.01343138139826,3.01406323023871
"ST0307","AI/ML","USA",2010,14,6,474.25,9.68,444,1290.53,7.16358284106983,6.16384098136854,2.36837283353205
"ST0308","CleanTech","USA",2017,7,7,308.53,91.82,484,1161.52,7.05834534161459,5.73505501796031,4.53066213381303
"ST0311","BioTech","USA",2014,10,3,483.27,21.33,543,703.18,6.5570340052952,6.18264260241514,3.10593106585207
"ST0312","AI/ML","USA",2012,12,4,176.23,40.43,798,2061.69,7.63176623517806,5.17744832406705,3.72400525608931
"ST0313","FinTech","Germany",2020,4,4,126.34,5.91,597,845.9,6.74158262392755,4.84686067458888,1.93296963777958
"ST0314","FinTech","India",2019,5,6,33.03,13.3,352,208.75,5.34591634534732,3.52724248851281,2.66025953726586
"ST0315","EdTech","USA",2007,17,6,233.38,2.78,121,425.41,6.05540132473424,5.45694372983046,1.3297240096315
"ST0318","EdTech","Israel",2019,5,3,260.7,27.32,485,412.57,6.02482678671438,5.5671988095361,3.34356826882552
"ST0320","E-Commerce","UK",2018,6,8,257.47,24.27,798,755.01,6.62805460360528,5.55477963305507,3.2296179214001
"ST0321","HealthTech","Germany",2011,13,5,98.47,2.77,14,286.88,5.6625437266396,4.59985609116432,1.32707500145992
"ST0322","AI/ML","Canada",2016,8,4,666.26,16.46,560,2321.24,7.75028751608977,6.50317977505881,2.85991255041146
"ST0323","EdTech","Singapore",2020,4,4,56.45,56.8,424,317.62,5.76399917014475,4.05091500429476,4.05698877567833
"ST0324","CleanTech","USA",2000,24,3,248.97,45.36,373,746.46,6.61668079212735,5.52134091066167,3.83643701847155
"ST0325","HealthTech","Canada",2019,5,7,591.35,16.32,399.5,1043.9,6.95167646604007,6.38409767640077,2.85186190313429
"ST0326","HealthTech","USA",2012,12,3,80.09,66.14,477,412.05,6.02356865100851,4.39555964895647,4.20677999155189
"ST0327","CleanTech","India",2020,4,5,276.21,25.43,200,808.75,6.69672555805144,5.62477534170113,3.2744997286162
"ST0328","FinTech","USA",2011,13,6,349.12,5.33,5,1281.38,7.15647300541577,5.85827595286424,1.84530023615608
"ST0329","FinTech","Brazil",2001,23,3,45.09,40.25,194,473.73,6.16274622136952,3.83059600673242,3.71965111278069
"ST0330","BioTech","Canada",2000,24,5,297.14,35.31,332,614.98,6.42321449547397,5.69756317484228,3.59209318542624
"ST0331","FinTech","USA",2013,11,5,746.17,34.03,495,1928.64,7.56508873600292,6.61629273621567,3.5562048372094
"ST0332","CleanTech","USA",2008,16,4,41.5,34.57,460,250.56,5.5276815296753,3.74950407593037,3.57150258596036
"ST0334","SaaS","India",2013,11,6,276.87,163.45,391,1577.73,7.36437600533426,5.62715337842027,5.10260657263507
"ST0336","FinTech","UK",2021,3,2,109.09,6.69,280,589.3,6.38063088224664,4.70129821308231,2.03992078351755
"ST0337","BioTech","USA",2013,11,3,43.62,77.49,401,346.49,5.85073588761236,3.79818218900439,4.36297122813872
"ST0339","SaaS","Brazil",2001,23,3,141.24,47.1,399.5,374.97,5.92950935297268,4.95751577176559,3.87328217711172
"ST0340","E-Commerce","India",2009,15,3,70.27,26.57,399.5,174.69,5.16872107837696,4.26647548151378,3.31672822503571
"ST0341","EdTech","Israel",2017,7,7,152.93,23.56,444,618.67,6.42918707827501,5.03649795362198,3.20111910327894
"ST0343","HealthTech","USA",2010,14,4,46.14,5.15,348,196.06,5.28350825089433,3.85312189750799,1.81645208181843
"ST0344","HealthTech","Germany",2010,14,4,44.61,11.61,264,139.46,4.94492275073087,3.82012699072361,2.53449014997683
"ST0345","SaaS","Germany",2009,15,5,468.45,26.045,445,885.35,6.78711190645979,6.15156179670456,3.29750214532339
"ST0346","HealthTech","India",2021,3,5,166.24,6.81,317,714.76,6.57334491523934,5.11942990648836,2.05540496385159
"ST0347","AI/ML","Brazil",2002,22,8,112.28,44.52,419,1230.48,7.11597197707143,4.72986262994541,3.81815178981808
"ST0348","HealthTech","USA",2005,19,2,25.16,4.44,50,106.19,4.67460296070343,3.264231526589,1.69377906086785
"ST0349","EdTech","Brazil",2017,7,4,258.69,73.43,401,693.63,6.54337932970267,5.5594886119589,4.30985908637182
"ST0350","E-Commerce","UK",2001,23,6,355.64,20.01,769,637.49,6.45910601364282,5.87672686963756,3.04499851485691
"ST0351","E-Commerce","USA",2011,13,4,217.45,24.27,45,395.64,5.98302906828688,5.38655715539744,3.2296179214001
"ST0352","AI/ML","USA",2019,5,4,95.69,21.25,628,671.84,6.51150755992358,4.57150998449546,3.10234200861225
"ST0353","E-Commerce","USA",2001,23,6,430.69,28.73,332,811.96,6.70068190784542,6.06770773805871,3.39215663701001
"ST0355","E-Commerce","USA",2008,16,6,143.44,93,406,599.26,6.39736289468771,4.97286419640926,4.54329478227
"ST0356","BioTech","India",2019,5,8,643.79,27.03,350,2562.36,7.8490741768984,6.46892468238729,3.3332753651767
"ST0358","BioTech","UK",2010,14,8,329.54,24.88,612,703.08,6.55689198606556,5.80072768071268,3.2534704696327
"ST0359","CleanTech","UK",2008,16,4,90.75,100.09,306,240.05,5.48500438085163,4.51906748693468,4.61601120916597
"ST0362","AI/ML","Germany",2013,11,3,215.52,16.96,406,1049.01,6.95655496691574,5.37768292192878,2.88814706287405
"ST0363","BioTech","UK",2004,20,6,268.13,75.69,428,986.21,6.89488278275946,5.5951945342393,4.33977132177677
"ST0364","FinTech","Singapore",2003,21,4,80.47,9.87,363,397.49,5.98768240381252,4.40023485432255,2.38600670113312
"ST0365","E-Commerce","Singapore",2012,12,3,91.33,16.19,225,418.74,6.03963547196927,4.52536911578454,2.84432781939476
"ST0366","BioTech","Germany",2014,10,2,83.38,7.13,399.5,803.83,6.69063107499268,4.43533040669619,2.09556092355972
"ST0367","FinTech","USA",2020,4,8,739.14,1221.54,528,1932.18,7.56692159437634,6.60683935749339,7.10868594065015
"ST0368","EdTech","India",2002,22,1,35.26,15.09,589,106.42,4.67674638447731,3.5907152053267,2.77819796100429
"ST0369","HealthTech","Brazil",2013,11,5,128.12,26.66,121,359.12,5.88643730924028,4.86074220452164,3.31998732623661
"ST0370","FinTech","Brazil",2017,7,5,74.88,85.03,353,571.77,6.35048423997318,4.32915314506681,4.45469607263326
"ST0371","FinTech","USA",2004,20,7,714.43,52.03,551,1127.68,7.02880408730428,6.57288376052774,3.97085779114904
"ST0373","FinTech","India",2020,4,6,181.36,24.82,598,757.44,6.631263692166,5.20598275534524,3.2511493854185
"ST0374","E-Commerce","USA",2005,19,2,48.4,29.62,34,141.16,4.9569531838464,3.89995042419388,3.42165339022954
"ST0375","AI/ML","Israel",2011,13,6,674.23,92.78,417,2594.48,7.86152674959321,6.51505337357433,4.54095161366144
"ST0376","BioTech","USA",2017,7,5,87.61,7.6,98,230.78,5.44578864590625,4.48424471805921,2.15176220325946
"ST0377","CleanTech","Canada",2002,22,4,126.22,3.48,92,298.62,5.70251500508924,4.84591787125066,1.49962304642689
"ST0378","CleanTech","Canada",2005,19,3,81.97,24.69,683,249.79,5.52461593555555,4.41847909667619,3.24610181112179
"ST0379","SaaS","UK",2017,7,6,235.31,122.15,798,643.67,6.46873855796258,5.46514450238334,4.81340312456655
"ST0380","SaaS","India",2017,7,8,554.19,12.05,175,793.56,6.6777885023198,6.31931039750301,2.5687881337687
"ST0381","EdTech","Canada",2015,9,8,2053.6,24.55,538,941.96,6.84902386391831,7.62783646078216,3.24063731664971
"ST0382","E-Commerce","USA",2008,16,3,63.5,101.75,442,353.85,5.87169516497099,4.16666522380173,4.63229885337634
"ST0383","CleanTech","UK",2019,5,6,216.52,181.19,798,863.33,6.76195464032629,5.38229080032422,5.20505009857759
"ST0384","EdTech","USA",2016,8,7,793.4,15.31,403,933.22,6.83971195653077,6.67758711273096,2.79177841663292
"ST0385","SaaS","USA",2002,22,3,266.39,34.05,146,735.44,6.60182776618901,5.58870826681074,3.5567756134806
"ST0386","HealthTech","India",2014,10,6,91.76,55.11,798,635.21,6.45552869751908,4.53001551238733,4.02731404976288
"ST0387","HealthTech","Brazil",2012,12,2,71.71,84.27,730,609.09,6.41360648726786,4.28647892666197,4.44582269275396
"ST0388","FinTech","USA",2003,21,6,185.77,76.02,670,1358.91,7.21517380006975,5.22987791332552,4.34406512838676
"ST0390","AI/ML","Germany",2001,23,6,121.29,129.94,769,1340.65,7.20165547874715,4.80639527320128,4.87473920301295
"ST0391","E-Commerce","UK",2001,23,4,241.87,48.9,236,479.86,6.17557616744843,5.49252632076413,3.91002100275747
"ST0392","BioTech","USA",2002,22,4,126.29,30.75,666,600.15,6.39884448742092,4.84646794788234,3.4578927253387
"ST0395","FinTech","Germany",2002,22,4,179.75,3.48,137,2043.44,7.62287919234545,5.19711486103887,1.49962304642689
"ST0396","FinTech","Brazil",2004,20,5,314.63,53.3,492,1457.18,7.28494436173856,5.75457064148831,3.99452422693989
"ST0397","CleanTech","Singapore",2018,6,5,127.07,94.24,531,639.31,6.46195243408201,4.85257698943798,4.55640002161866
"ST0398","CleanTech","India",2020,4,5,308.42,21.97,454,544.75,6.30216099543005,5.73469957729092,3.13418901670101
"ST0399","AI/ML","USA",2018,6,2,263.33,27.89,536,1278.58,7.15428717806888,5.57719832254675,3.36349551447814
"ST0401","SaaS","UK",2005,19,7,848.21,304.99,543,1382.04,7.23203925387847,6.74430650554875,5.72355242167982
"ST0402","HealthTech","USA",2000,24,5,27.95,6.83,456,183.23,5.21618497700942,3.365570204019,2.05796251000271
"ST0403","AI/ML","India",2014,10,6,207.93,27.48,467,853.98,6.7510780768503,5.34199926763416,3.34920208654377
"ST0404","CleanTech","UK",2000,24,6,130.28,10.46,200,452.47,6.1169291152171,4.87733244678184,2.43886271128659
"ST0405","BioTech","USA",2008,16,2,102.08,86.77,733,663.79,6.49947120131017,4.63550538578416,4.47471975660403
"ST0408","BioTech","USA",2004,20,5,253.71,26.2,726,961.02,6.86903524047039,5.5401256430914,3.30321697330195
"ST0409","FinTech","USA",2016,8,6,2665.32,33.505,382,2717.24,7.9077398910336,7.88845452354313,3.54110424107256
"ST0410","HealthTech","USA",2014,10,2,14.04,2.02,65,119.93,4.79521186579718,2.71071331852169,1.10525683138678
"ST0412","BioTech","USA",2006,18,1,133.45,14.08,496,821.42,6.71225121347134,4.90119238271487,2.71336936257981
"ST0413","CleanTech","India",2015,9,3,46.68,37.06,279,190.43,5.25452220654837,3.86451202275709,3.639163861868
"ST0414","E-Commerce","Brazil",2011,13,4,61.15,34.41,188,229.78,5.44146487576652,4.12955081795672,3.56699426612381
"ST0415","EdTech","USA",2005,19,2,66.93,43.49,600,154.32,5.04548750486347,4.21847776320321,3.79526444481795
"ST0416","CleanTech","USA",2017,7,2,170.99,2.21,98,402.46,6.0000773502062,5.1474363355884,1.16627093714192
"ST0417","EdTech","USA",2006,18,1,22.12,9.6,5,77.92,4.36843468115441,3.14069804380418,2.36085400111802
"ST0418","E-Commerce","Israel",2016,8,3,214.22,44.57,255,232.7,5.45403824154481,5.37166076077225,3.81924960527579
"ST0421","SaaS","UK",2015,9,6,437.02,330.07,710,1896.18,7.54812385209671,6.08226457143442,5.80232983338078
"ST0424","FinTech","USA",2008,16,2,105.17,33.505,5,840.59,6.73529295978357,4.66504158302548,3.54110424107256
"ST0425","AI/ML","India",2006,18,5,233.53,263.86,564,2647.94,7.88191483895893,5.45758351147349,5.57920138449882
"ST0426","CleanTech","USA",2013,11,5,175.53,32.73,350,324.71,5.78600741491187,5.17349083360119,3.51838764907356
"ST0427","AI/ML","India",2014,10,3,105.77,5.41,84,687.95,6.53516869943991,4.67067698819021,1.85785927093258
"ST0430","HealthTech","Singapore",2005,19,5,123.39,69.46,798,747.87,6.61856540370011,4.82342179122187,4.25504517291309
"ST0431","CleanTech","USA",2000,24,6,417.67,199.37,656,960.91,6.8689208911956,6.03708302011178,5.30016565740565
"ST0432","HealthTech","USA",2017,7,3,85.32,47.51,781,509.08,6.2345675761618,4.45806132094988,3.88176996225712
"ST0433","FinTech","USA",2010,14,4,165.42,22.83,430,785.84,6.66802492406353,5.11451471347228,3.17094529111065
"ST0434","BioTech","USA",2019,5,2,58.29,1.03,128,277.58,5.62970527125989,4.08244065771928,0.708035793053696
"ST0436","CleanTech","USA",2017,7,6,436.06,51.23,5,515.95,6.2479461580327,6.08007048544201,3.95565704244821
"ST0437","SaaS","USA",2013,11,1,34.17,11.74,152,150.64,5.02150929064813,3.56019344648589,2.54474665014402
"ST0438","HealthTech","USA",2015,9,4,249.62,71.61,110,628.16,6.44438559637244,5.52393784773714,4.28510265339216
"ST0439","AI/ML","UK",2020,4,3,162.16,11.86,5,968.99,6.87728576216594,5.09473131444936,2.55412171880947
"ST0440","FinTech","Canada",2005,19,6,241,33.505,103,842.81,6.73792735076958,5.48893772615669,3.54110424107256
"ST0441","EdTech","Israel",2016,8,5,750.15,25.72,273,974.04,6.88247849579734,6.62160536550843,3.28541234866844
"ST0444","CleanTech","USA",2001,23,2,45.33,20.54,179,200.25,5.30454791629867,3.83578969942856,3.06991167172824
"ST0445","BioTech","Singapore",2020,4,4,1604,8.05,160,1829.09,7.51212042495402,7.38087903556412,2.20276475771183
"ST0446","AI/ML","USA",2008,16,2,26.12,62.71,575,547.67,6.30749716788459,3.30027146307219,4.1543415361284
"ST0450","AI/ML","USA",2007,17,4,497.01,66.43,360,1392.59,7.23963843041233,6.21062015714433,4.21109002274649
"ST0451","CleanTech","USA",2019,5,3,59.73,23.28,262,126.73,4.84991866105469,4.10643780990948,3.1896529661913
"ST0452","FinTech","Israel",2020,4,4,89.69,75.33,565,550.64,6.31289565960614,4.50744709745948,4.33506604581038
"ST0453","AI/ML","USA",2009,15,5,547.85,9.86,188,1874.38,7.53656658453706,6.30782518013333,2.38508631450579
"ST0454","BioTech","USA",2019,5,3,106.33,7.04,370,425.33,6.05521369427188,4.67590820049343,2.08442908319088
"ST0455","E-Commerce","USA",2001,23,6,243.72,20.07,394,399.21,5.9919894093437,5.50011469984265,3.0478502278161
"ST0457","AI/ML","Brazil",2018,6,7,395.92,163.06,605,1631.21,7.39769020371653,5.98373474904604,5.1002322145746
"ST0458","AI/ML","UK",2005,19,6,251.86,23.29,399.5,1744.72,7.46492235698734,5.53283597588375,3.19006474301408
"ST0459","FinTech","USA",2015,9,8,1004.85,34.55,798,3446.13,8.14529727975988,6.91358823417458,3.57094015624925
"ST0460","CleanTech","USA",2005,19,3,115.61,25.93,314,272.57,5.61155753061368,4.75883503353224,3.29324090682351
"ST0461","EdTech","India",2011,13,6,111.19,62.76,548,364.66,5.90170393990036,4.72019386255687,4.15512603448196
"ST0462","AI/ML","Israel",2016,8,8,610.75,68.58,739,1979.07,7.59088747659901,6.41632370232278,4.2424771697238
"ST0463","AI/ML","Canada",2021,3,4,264.63,3.39,167,1396.97,7.24277646333604,5.58210436303093,1.47932922708708
"ST0465","HealthTech","India",2013,11,3,54.53,3.17,396,226.03,5.42508216733953,4.01692341525352,1.42791603581071
"ST0466","HealthTech","USA",2004,20,6,135.14,836.46,699,1617.17,7.38905116008435,4.9136837680198,6.73037350136459
"ST0467","HealthTech","Singapore",2003,21,7,1073.86,271.44,798,2549.3,7.84396627829142,6.97994569952263,5.60741840637312
"ST0468","BioTech","Israel",2012,12,6,275.11,7.37,399.5,925.47,6.83138166527673,5.62079933704154,2.12465388450138
"ST0469","SaaS","Germany",2018,6,4,21.77,0.1,55,155.4,5.05241682811121,3.12544388007565,0.0953101798043249
"ST0473","EdTech","UK",2009,15,7,185.67,79.67,605,302.64,5.71584278914857,5.22934235204451,4.39036675894888
"ST0474","BioTech","Germany",2020,4,2,19.87,21.33,688,304.96,5.72345437445366,3.03831272108911,3.10593106585207
"ST0475","EdTech","USA",2012,12,5,314.38,22.43,798,566.12,6.34057092154676,5.75377826097744,3.1540172525197
"ST0478","E-Commerce","USA",2002,22,4,124.89,35.88,456,499.72,6.21604706261645,4.83540850977817,3.60766939868839
"ST0479","AI/ML","USA",2013,11,3,216.53,16.86,523,1251.81,7.13314430732473,5.38233677205161,2.88256357544835
"ST0480","BioTech","UK",2000,24,3,738.89,5.73,89,948.87,6.85632513312559,6.60650152650026,1.90657514365664
"ST0481","EdTech","USA",2015,9,2,175.62,5.61,597,365.36,5.90361645653479,5.17400053204066,1.88858365386359
"ST0482","CleanTech","USA",2014,10,4,10.78,1.9,5,191.34,5.25926463928434,2.46640317822344,1.06471073699243
"ST0483","BioTech","Singapore",2006,18,3,42.08,101.19,479,366.79,5.9075121231111,3.76305885228819,4.62683382562412
"ST0484","BioTech","India",2011,13,1,12.79,14.92,45,170.59,5.14510791029753,2.62394369180521,2.76757618041624
"ST0485","SaaS","USA",2001,23,6,298.98,1.83,130,652.16,6.48182212223411,5.70371580576721,1.04027671165515
"ST0486","CleanTech","Singapore",2011,13,4,199.84,111.77,419,945.88,6.85317236921184,5.3025085711665,4.7253503462442
"ST0487","E-Commerce","Brazil",2003,21,5,112.19,43.14,689,361.74,5.89368632418928,4.72906782264433,3.78736640082859
"ST0488","FinTech","UK",2017,7,1,22.53,47.88,798,246.15,5.50999543975297,3.15827620273927,3.88936831486334
"ST0489","SaaS","Germany",2019,5,2,237.65,49.92,771,1433.9,7.26885043935436,5.47499804345191,3.93025577368921
"ST0490","SaaS","UK",2002,22,6,150.59,153.62,350,833.66,6.72702445629953,5.02117950797193,5.04097049389233
"ST0492","AI/ML","USA",2007,17,4,212.01,22.1,413,1040.14,6.94807154564361,5.36133911296419,3.13983261752775
"ST0493","SaaS","UK",2020,4,5,275.16,5.15,262,795.72,6.68050329962338,5.62098040789506,1.81645208181843
"ST0494","EdTech","India",2007,17,7,712.55,156.45,798,1892.66,7.54626674337587,6.5702525115464,5.05910794754703
"ST0495","CleanTech","Germany",2018,6,3,192.84,15.99,429,357.99,5.88329453294711,5.26703307650827,2.83262493568384
"ST0497","SaaS","USA",2005,19,6,421.47,6.44,294,428.24,6.06201620305893,6.04611843835903,2.006870848845
"ST0499","HealthTech","India",2006,18,5,103.46,7.25,178,270.97,5.60569176609551,4.64880422300815,2.11021320034659
"ST0500","SaaS","India",2000,24,5,81.66,26.15,215,336.7,5.82215792739152,4.41473580908359,3.30137704637994
